index,x,y,z
17975,-15.5344,-2.25791,-0.274003,
17990,-15.7778,-2.23708,-0.278156,
18006,-15.831,-2.18829,-0.278959,
18022,-15.8184,-2.13311,-0.27861,
18052,-15.8641,-2.03505,-0.838213,
18068,-15.6095,-1.94703,-0.824396,
18083,-15.5709,-1.88428,-0.821989,
18099,-15.6428,-1.83761,-0.825443,
18114,-15.4289,-1.7579,-0.813824,
18129,-15.4389,-1.70447,-0.814033,
18144,-15.4328,-1.64929,-0.813405,
18173,-15.3883,-1.53596,-0.810475,
18218,-15.8648,-1.41869,-0.834759,
18233,-15.4478,-1.32706,-0.812568,
18248,-15.5021,-1.27723,-0.815185,
18264,-15.4388,-1.21777,-0.811626,
18279,-15.2836,-1.15186,-0.803252,
18295,-15.2716,-1.09736,-0.802415,
18038,-15.7583,-2.06903,-0.277423,
18054,-15.8147,-2.0231,-0.278296,
18085,-15.6918,-1.89336,-0.275888,
18101,-15.6526,-1.83322,-0.275085,
18131,-15.6829,-1.72587,-0.275399,
18146,-15.7087,-1.67323,-0.275748,
18160,-15.6906,-1.61593,-0.275329,
18266,-15.6574,-1.22952,-0.274142,
18281,-15.6476,-1.17381,-0.273898,
18297,-15.6337,-1.11789,-0.273584,
18312,-15.7512,-1.07105,-0.275573,
18357,-16.3821,-0.947455,-0.859984,
18539,-16.1896,-0.265632,-0.848575,
18555,-16.0546,-0.207364,-0.841457,
18570,-16.0633,-0.14579,-0.841876,
18541,-16.7153,-0.268421,-0.291804,
18587,-16.7552,-0.0877309,-0.292467,
18310,-15.3192,-1.04704,-0.804718,
18325,-15.5061,-1.00545,-0.814348,
18341,-15.5594,-0.954377,-0.816964,
18372,-15.8708,-0.862309,-0.832979,
18387,-15.7959,-0.80295,-0.828897,
18402,-15.4874,-0.733075,-0.812568,
18416,-15.5536,-0.684524,-0.815918,
18430,-15.5798,-0.631197,-0.817174,
18446,-15.3644,-0.568757,-0.805764,
18462,-15.3184,-0.513515,-0.803252,
18477,-15.2941,-0.459262,-0.801892,
18493,-15.2737,-0.40529,-0.80074,
18509,-15.2849,-0.35487,-0.801264,
18525,-15.286,-0.301514,-0.801264,
18585,-15.6003,-0.0871297,-0.817592,
18432,-15.659,-0.62893,-0.273549,
18448,-15.6151,-0.572581,-0.272746,
18464,-15.663,-0.519595,-0.273549,
18495,-15.9141,-0.416726,-0.277877,
19119,-24.3224,2.93041,-0.427619,
19803,-25.6258,7.79547,1.40376,
21060,-24.9772,16.8918,2.63803,
18992,-22.2441,2.00871,0.389852,
20185,-19.01,7.83922,-0.358926,
19884,-18.9873,6.20968,0.348699,
19912,-18.9757,6.35288,0.349292,
20610,-22.3947,11.9577,1.33048,
20612,-22.3591,11.9437,2.21777,
21573,-18.0517,15.7475,-1.25543,
21642,-18.1549,16.3984,-1.28213,
21656,-18.1891,16.545,-1.28862,
21670,-18.2122,16.6709,-1.29395,
21685,-18.2347,16.8088,-1.29971,
21587,-16.3741,14.38,-1.14208,
21601,-16.2475,14.3695,-1.13674,
21614,-16.1903,14.425,-1.13642,
21628,-15.9927,14.3494,-1.12606,
21616,-15.6423,13.9466,-0.365802,
21630,-15.7735,14.1627,-0.370026,
21644,-15.7947,14.2766,-0.371632,
21658,-15.7389,14.3263,-0.371492,
21672,-15.6894,14.3716,-0.371387,
21687,-15.7067,14.4887,-0.372993,
21362,-23.9978,18.9455,4.84259,
21499,-23.7751,20.0063,4.92143,
21702,-26.1362,24.2958,-0.622876,
21717,-26.1622,24.4907,-0.625529,
21732,-26.1697,24.6697,-0.627763,
21747,-26.1704,24.8435,-0.629857,
21790,-24.9397,24.126,5.49586,
21921,-26.0376,26.9345,0.653907,
21923,-26.0215,26.9366,1.96281,
21870,-24.9053,25.0798,3.09229,
21879,-22.7022,22.9973,0.564062,
22212,-15.9424,18.9054,-1.29605,
22283,-28.0146,34.5828,3.89377,
22506,-24.0691,34.6697,-0.736701,
22508,-24.1853,34.9541,0.741937,
22590,-25.4742,39.8789,-0.825988,
22583,-24.7863,38.5051,-0.79932,
22686,-27.8212,47.6294,0.962814,
22712,-24.0099,42.2994,-0.84899,
15028,-11.0024,-12.1297,4.38802,
15848,-12.1166,-9.07097,3.49439,
17726,-14.7327,-3.07246,0.262694,
16901,-11.9545,-5.0867,3.48112,
18018,-14.5883,-1.97761,-1.28799,
18034,-14.5991,-1.92719,-1.28834,
18050,-14.5936,-1.87724,-1.28729,
18066,-14.602,-1.82654,-1.28746,
18081,-14.6501,-1.77805,-1.29113,
18097,-14.6226,-1.72294,-1.28816,
18112,-14.6246,-1.67143,-1.28781,
18127,-14.6382,-1.62125,-1.28851,
18142,-14.6755,-1.57354,-1.2913,
18157,-14.6789,-1.5221,-1.29113,
18171,-14.698,-1.47224,-1.29235,
18186,-14.6971,-1.42035,-1.29182,
18201,-14.7057,-1.37198,-1.29217,
18216,-14.7223,-1.3217,-1.29322,
18231,-14.7348,-1.27099,-1.29391,
18246,-14.7372,-1.21938,-1.29374,
18262,-14.7413,-1.16793,-1.29374,
18277,-14.7572,-1.11737,-1.29479,
18293,-14.773,-1.06671,-1.29583,
18308,-14.7845,-1.01569,-1.29653,
18323,-14.79,-0.964202,-1.2967,
18339,-14.7933,-0.91257,-1.2967,
18355,-14.8063,-0.861505,-1.29757,
18370,-14.8172,-0.810251,-1.29827,
18385,-14.8299,-0.759034,-1.29914,
18400,-14.8324,-0.707263,-1.29914,
18414,-14.8387,-0.65825,-1.29949,
18428,-14.8608,-0.607263,-1.30124,
18444,-14.8648,-0.555459,-1.30141,
18460,-14.8686,-0.503636,-1.30158,
18475,-14.9042,-0.45276,-1.30455,
18491,-14.9037,-0.400678,-1.30437,
18507,-14.891,-0.350925,-1.30315,
18523,-14.906,-0.299224,-1.30437,
18537,-14.9229,-0.250059,-1.30577,
18553,-14.9257,-0.197993,-1.30594,
18568,-14.9343,-0.140757,-1.30664,
18583,-14.9526,-0.0887317,-1.30821,
18598,-14.9688,-0.0418008,-1.3096,
18614,-14.9867,0.0104627,-1.31117,
18064,-11.3041,-1.41602,-1.39882,
18079,-11.2954,-1.3729,-1.39711,
18095,-11.2982,-1.33323,-1.39687,
18110,-11.3106,-1.29468,-1.39784,
18125,-11.3112,-1.25476,-1.39735,
18141,-11.3155,-1.21527,-1.39735,
18155,-11.3098,-1.17474,-1.39614,
18169,-11.3019,-1.13406,-1.39467,
18184,-11.3019,-1.09422,-1.39419,
18199,-11.3272,-1.05877,-1.39687,
18214,-11.319,-1.01816,-1.3954,
18229,-11.3106,-0.977613,-1.39394,
18244,-11.306,-0.937469,-1.39297,
18260,-11.3151,-0.89847,-1.3937,
18275,-11.3222,-0.859268,-1.39419,
18291,-11.3231,-0.819597,-1.39394,
18306,-11.318,-0.779522,-1.39297,
18321,-11.3107,-0.739362,-1.39175,
18337,-11.3232,-0.700489,-1.39297,
18353,-11.3236,-0.660844,-1.39272,
18368,-11.3238,-0.621204,-1.39248,
18383,-11.3081,-0.580757,-1.39029,
18398,-11.312,-0.541376,-1.39053,
18412,-11.3078,-0.503596,-1.3898,
18426,-11.3174,-0.464447,-1.39077,
18442,-11.3209,-0.425013,-1.39102,
18458,-11.2966,-0.384615,-1.38785,
18474,-11.3018,-0.345302,-1.38834,
18489,-11.3149,-0.306171,-1.3898,
18505,-11.3118,-0.268554,-1.38931,
18521,-11.3107,-0.229026,-1.38907,
18536,-11.3035,-0.191383,-1.38809,
18551,-11.3001,-0.151872,-1.3876,
18566,-11.3026,-0.1085,-1.38785,
16828,-6.99315,-3.10332,-1.48717,
16844,-6.99675,-3.07573,-1.48564,
17701,-8.84876,-1.90347,-1.43357,
17716,-8.86115,-1.8738,-1.4345,
17731,-8.86183,-1.84165,-1.43357,
17927,-8.92951,-1.40471,-1.43169,
17940,-8.95584,-1.37683,-1.43513,
17954,-8.93519,-1.34175,-1.43106,
17968,-8.932,-1.30941,-1.42981,
17982,-8.95021,-1.28018,-1.432,
17998,-8.95658,-1.2492,-1.43231,
18014,-8.97242,-1.22109,-1.43419,
18030,-8.96683,-1.18847,-1.43263,
18046,-8.96681,-1.15822,-1.432,
18062,-8.96688,-1.12642,-1.43138,
18077,-8.97879,-1.0945,-1.43263,
18108,-8.98817,-1.03202,-1.43294,
18123,-8.98779,-1.0002,-1.43231,
12290,-1.11308,-13.118,-1.61647,
12320,-0.9695,-10.2182,-1.62567,
14137,-4.92761,-8.21391,-1.5171,
15906,-6.3324,-4.60752,-0.410419,
15922,-6.32092,-4.5655,-0.408639,
15937,-6.30918,-4.52026,-0.406755,
15952,-6.31353,-4.49011,-0.406022,
15968,-6.29335,-4.44605,-0.403824,
15984,-6.26958,-4.39653,-0.401312,
15999,-6.27342,-4.36664,-0.400579,
16015,-6.27219,-4.33336,-0.399533,
16031,-6.27245,-4.30127,-0.398591,
16047,-6.27422,-4.27036,-0.397753,
16062,-6.2707,-4.23283,-0.396497,
16078,-6.27383,-4.20313,-0.395764,
16091,-6.27536,-4.17566,-0.395032,
16107,-6.28656,-4.15153,-0.394822,
16122,-6.28765,-4.1208,-0.393985,
16136,-6.28191,-4.08576,-0.392729,
21339,-12.1923,9.50515,-0.269849,
21410,-12.1585,9.82119,-0.272816,
21426,-12.0962,9.84086,-0.272188,
21442,-12.0077,9.83866,-0.270966,
21280,-11.8579,8.97129,-1.30089,
21294,-11.817,9.00211,-1.29967,
21296,-11.9571,9.11543,-0.78797,
21308,-11.8297,9.07727,-1.30455,
21310,-11.8365,9.089,-0.782109,
21322,-11.8642,9.16968,-1.31187,
21324,-11.7841,9.11437,-0.780748,
21335,-11.8683,9.23919,-1.31588,
21337,-11.7491,9.153,-0.780538,
21351,-11.7312,9.20505,-0.78148,
21365,-11.7225,9.26452,-0.783051,
21379,-11.687,9.30289,-0.782841,
21393,-11.7604,9.42859,-0.789959,
21408,-11.7679,9.49889,-0.792576,
21424,-11.558,9.39629,-0.780643,
21440,-11.5715,9.47453,-0.783783,
21456,-11.6277,9.58857,-0.789854,
21472,-11.5957,9.63037,-0.789959,
21487,-11.5911,9.69514,-0.791948,
21502,-11.5924,9.76513,-0.794355,
21367,-11.9516,9.45234,-0.265975,
21458,-11.9501,9.86143,-0.270442,
21489,-11.5053,9.63015,-0.261891,
21504,-11.756,9.90998,-0.268383,
23970,-1.04401,15.1581,4.07122,
23984,-0.990838,15.1578,4.07019,
24262,0.00477936,13.6918,3.16101,
9121,7.80243,-8.07684,-1.77866,
9135,7.79744,-8.12826,-1.78398,
9149,7.76766,-8.15399,-1.78367,
9163,7.7568,-8.19971,-1.78773,
9177,7.80928,-8.31313,-1.80651,
9192,7.895,-8.45747,-1.83247,
9208,7.91243,-8.53568,-1.84342,
9223,7.9361,-8.62138,-1.85594,
9238,7.94195,-8.6884,-1.86439,
9254,7.95007,-8.75849,-1.87346,
9269,7.975,-8.84781,-1.8866,
11172,4.07062,-14.9411,4.14939,
10828,2.95112,-8.26488,-0.459928,
10809,3.0054,-8.23045,1.70316,
9123,7.84487,-8.12644,-1.38687,
9137,7.80134,-8.13801,-1.38419,
9139,7.76105,-8.0988,-0.981374,
9151,7.76742,-8.15944,-1.38322,
9153,7.73685,-8.13018,-0.981897,
9165,7.80162,-8.25286,-1.39443,
9167,7.91095,-8.37145,-1.00769,
9179,7.91134,-8.42767,-1.41929,
9181,7.90077,-8.41935,-1.01014,
9194,7.94982,-8.52216,-1.43099,
9196,7.85526,-8.42373,-1.00769,
9211,7.84341,-8.47011,-1.00996,
9050,7.87042,-7.87317,-1.36689,
9036,8.39047,-8.33792,-1.03489,
9052,8.35287,-8.3587,-1.03384,
9065,8.29276,-8.35669,-1.03001,
9067,8.22713,-8.29635,-0.612331,
9078,8.19989,-8.3181,-1.43416,
9080,8.23278,-8.35437,-1.02617,
9082,8.14487,-8.27094,-0.608353,
9093,8.16248,-8.33816,-1.4327,
9095,8.19102,-8.37024,-1.0246,
9097,8.10617,-8.28932,-0.60762,
9109,8.11118,-8.34383,-1.4288,
9112,8.08971,-8.33046,-0.608562,
9125,8.06459,-8.35697,-1.01606,
8955,8.34118,-7.95153,-1.00822,
6695,8.02402,-2.07366,-2.22067,
8463,11.9993,-9.05195,-2.38062,
5681,16.9926,-0.24321,2.08665,
2612,7.53751,8.8785,-1.43001,
2626,7.55943,8.84157,-1.42831,
2628,7.62373,8.91363,-1.02617,
2638,7.5985,8.8185,-1.42928,
2640,7.67481,8.90391,-1.02844,
2652,7.62794,8.79042,-1.42904,
2654,7.70323,8.87406,-1.02809,
2663,7.66988,8.78286,-1.43172,
2665,7.75204,8.87382,-1.03088,
2677,7.80798,8.87513,-1.03419,
2686,7.70377,8.69223,-1.42612,
2688,7.87636,8.88384,-1.03872,
2696,7.73407,8.66529,-1.42612,
2697,7.97102,8.92764,-1.04709,
2707,7.74533,8.62323,-1.42319,
2719,7.88991,8.72275,-1.44415,
2731,7.88137,8.65544,-1.43733,
2513,7.47956,9.32267,-1.46755,
2525,7.48336,9.26099,-1.46194,
2536,7.50186,9.21788,-1.45926,
2548,7.51511,9.16861,-1.45561,
2561,7.53317,9.12548,-1.45293,
2573,7.55483,9.08692,-1.45098,
2586,7.56611,9.03614,-1.44708,
2599,7.53618,8.93683,-1.43538,
2614,7.60546,8.95537,-1.02791,
2991,9.02689,8.05398,-2.35153,
3000,9.07699,8.04195,-2.35725,
3012,9.12866,8.03385,-2.36374,
3022,9.15369,7.99935,-2.36298,
3033,9.17711,7.96349,-2.36183,
3042,9.20485,7.93141,-2.36183,
4198,15.9973,5.90807,-2.701,
5194,16.0941,1.60073,4.33367,
2924,12.0112,11.3306,-2.61527,
2933,12.0766,11.313,-2.6209,
2940,12.1542,11.3022,-2.62872,
2949,12.2516,11.3134,-2.64124,
2958,12.3123,11.294,-2.64625,
2965,12.3809,11.2776,-2.6525,
2976,12.4602,11.2666,-2.66064,
2984,12.545,11.2639,-2.67034,
2992,12.6167,11.249,-2.67722,
3002,12.8023,11.3345,-2.70819,
3013,12.8755,11.3233,-2.7157,
3023,12.9268,11.2887,-2.71821,
3034,12.9661,11.2435,-2.71821,
3043,13.0053,11.1982,-2.71821,
3052,13.0773,11.1809,-2.72509,
3063,13.0606,11.0879,-2.71351,
3074,13.1229,11.0662,-2.71883,
3083,13.1797,11.0355,-2.72259,
3091,13.1573,10.939,-2.71007,
2777,15.0083,15.9153,-2.686,
2985,16.6177,14.9103,-2.74133,
2994,16.683,14.864,-2.74352,
3004,16.7527,14.8215,-2.74645,
3015,16.833,14.7934,-2.75157,
23145,-8.07342,25.9686,-1.42521,
23245,-6.93765,26.8646,-1.4541,
1368,16.0419,39.0947,-2.21465,
1262,15.8863,42.0196,-2.35428,
1250,16.0572,42.924,-2.4018,
956,11.0076,42.3192,-0.763264,
875,10.4329,45.9206,-0.821973,
812,9.78099,48.8603,4.35953,
929,11.9947,47.7881,2.58215,
1176,15.2908,44.2821,2.45518,
1169,14.592,42.6441,5.53409,
1145,14.8409,44.4321,4.09841,
1015,13.3871,46.9958,4.27516,
22422,-37.0303,50.466,1.09259,
22424,-36.9912,50.4497,3.27853,
22510,-35.3703,51.1383,3.25865,
22670,-37.8998,63.8814,3.89275,
22721,-45.2301,80.698,4.84819,
22761,-38.8507,72.7609,1.43975,
22776,-38.3208,72.9284,1.43801,
22845,-28.1417,57.9299,3.37525,
22949,-24.9595,58.7154,-1.11364,
22953,-26.9513,63.7717,3.62835,
22951,-29.7536,70.3339,1.33301,
23055,-35.8117,99.7438,1.84985,
23063,-35.4666,99.8776,1.85002,
948,12.9739,50.2386,2.71927,
1131,16.137,48.9656,0.899916,
1141,16.3204,48.947,0.900614,
1080,16.505,53.0892,2.91365,
860,14.2896,64.4032,3.45731,
21865,-24.9669,25.0542,9.47744,
22276,-30.4624,37.4039,9.37674,
22328,-30.7823,39.1594,9.68203,
23253,-10.2589,40.2474,6.57838,
1277,14.876,38.9157,9.61846,
1486,16.6894,37.6972,8.0136,
1422,16.2248,38.0753,6.55523,
1488,16.6493,37.5713,9.48754,
1378,16.2519,39.2937,6.73482,
1047,14.4741,48.7386,9.88276,
1076,14.9601,48.5382,9.87284,
22933,-25.6921,59.1726,7.92078,
23018,-24.6985,64.7128,8.50477,
880,12.295,53.5969,6.75181,
913,12.9572,53.0321,6.70306,
1004,13.9076,49.9461,11.9696,
962,14.4506,55.0044,6.98287,
973,15.4859,58.1186,7.38504,
9613,72.6481,-95.1229,-2.08923,
10315,27.5139,-52.8536,3.12278,
10253,25.9218,-47.7819,4.75591,
10273,41.7287,-77.7911,-1.54087,
9709,36.5347,-50.12,1.08261,
10290,24.3728,-46.0712,4.55999,
9749,22.2764,-31.1153,-2.00551,
10075,23.0131,-38.1794,2.33628,
9940,24.1396,-37.0725,3.87041,
9911,21.0676,-31.9023,4.69416,
9732,23.4496,-32.4779,6.34467,
9670,24.0634,-32.3659,4.95204,
9548,24.884,-31.5879,4.93741,
10232,25.1063,-45.5552,6.38668,
10051,27.0481,-44.2251,6.36524,
9993,25.9152,-41.0414,4.24658,
9830,28.0486,-40.8721,4.33687,
9846,30.573,-44.8856,4.75138,
9765,31.2738,-44.235,2.83912,
9436,27.9005,-33.4991,-2.28478,
9524,27.138,-34.0074,-2.28017,
9364,32.9131,-38.1571,-2.64087,
9668,28.2603,-37.9833,4.14199,
9203,32.1111,-34.592,0.823858,
9464,20.714,-25.2086,-2.85452,
9479,20.6082,-25.2592,-2.85208,
9494,20.6127,-25.4455,-2.86498,
9509,20.5613,-25.5639,-2.87021,
9522,20.3115,-25.4347,-2.84773,
9537,20.079,-25.3243,-2.82751,
9420,20.9148,-24.9253,-2.84668,
9434,20.8384,-25.0022,-2.84755,
9449,20.746,-25.0687,-2.84686,
9346,20.1781,-23.2122,-2.69085,
9362,20.2141,-23.4183,-2.70653,
9378,20.2463,-23.6218,-2.72187,
9393,21.0212,-24.6998,-2.83762,
9405,21.0197,-24.8735,-2.84912,
9585,23.5259,-30.4609,0.671813,
9542,24.4977,-31.0417,0.690243,
9783,21.1182,-30.0929,3.2164,
9446,23.1945,-28.0075,4.46505,
9253,21.9628,-24.1876,2.85836,
9168,21.9416,-23.227,6.21083,
8980,24.1077,-23.2724,2.93157,
8623,18.9739,-15.3867,-2.13723,
8637,18.9942,-15.5134,-2.1456,
9274,19.9876,-22.2063,5.80746,
9076,20.0626,-20.3305,2.49893,
9120,20.0258,-20.7229,2.52124,
8568,19.0691,-15.0978,0.424547,
9184,21.0696,-22.484,-0.537848,
9146,21.0685,-22.1009,1.60022,
9032,22.4495,-22.2778,2.76702,
8792,21.6622,-19.1045,3.5464,
8837,22.0286,-19.8555,4.6971,
8760,24.3144,-21.1362,2.81862,
8897,23.4808,-21.7739,6.22457,
8312,24.3496,-17.1195,-0.519558,
8634,22.0888,-18.0281,3.50082,
8494,24.188,-18.4998,2.66418,
8579,31.0223,-24.6409,-2.07627,
9045,26.1012,-26.0739,1.9335,
8962,31.9818,-30.6266,0.772932,
7888,28.7615,-16.3853,4.06434,
8022,30.0765,-18.366,0.615128,
9643,33.0761,-43.8935,-2.88036,
9407,33.607,-39.7967,-2.72984,
9369,34.1192,-39.7093,0.913843,
9280,35.1035,-39.1647,0.918031,
9388,33.4671,-39.2682,4.51397,
9275,33.4191,-37.1417,-2.61847,
8944,48.6241,-46.0942,-1.16949,
7939,39.4991,-23.0907,-2.39782,
8847,33.2123,-30.0939,2.34884,
7545,40.6865,-19.2585,-2.3591,
8264,42.3074,-29.0879,-0.896181,
8097,42.0205,-26.5745,-0.867838,
7806,44.1162,-24.1129,4.39858,
7163,48.9833,-18.2946,2.74031,
9411,55.5873,-66.0823,1.50729,
10039,30.7168,-49.8319,7.18761,
10292,24.7546,-46.8323,6.50417,
10138,19.3479,-33.2164,7.47208,
9750,20.1614,-28.1716,7.99791,
9773,21.7589,-30.8452,7.33737,
9644,22.0209,-29.2333,8.44961,
9525,22.7458,-28.5136,8.42082,
9466,22.6125,-27.5485,8.22826,
8682,23.9999,-20.0528,8.38004,
8668,24.1926,-20.078,8.42404,
8912,31.6295,-29.5363,8.41201,
7389,49.0255,-21.134,10.3773,
8546,18.9943,-14.872,-2.11056,
7969,18.9429,-11.2385,-1.92701,
8580,18.0311,-14.3272,5.31694,
8466,19.0393,-14.3784,3.77883,
8152,20.0675,-13.0718,3.79322,
8261,19.0901,-13.1105,4.50157,
7657,19.9947,-10.0738,5.16893,
7623,20.6997,-10.2394,4.48897,
7673,20.7099,-10.5249,5.36328,
8058,21.0263,-13.0674,3.03967,
7814,21.5331,-11.8037,5.66922,
7830,21.809,-12.0541,5.7529,
7924,23.9384,-13.8933,6.38996,
7442,22.9906,-10.2601,0.439452,
7381,23.5494,-10.1225,1.34336,
7478,24.24,-11.0366,2.3302,
7240,23.012,-9.04613,0.431598,
