index,x,y,z
22274,-32.9486,40.8044,8.30667,
21501,-23.6573,19.9708,7.14759,
21575,-25.2312,22.0727,8.98257,
1552,16.5431,35.7862,9.10197,
1239,14.9974,40.3053,8.35934,
1370,15.6436,37.8791,10.9812,
969,13.0356,48.4804,9.75835,
1115,15.6233,47.9981,7.99474,
22375,-42.9495,57.0996,8.77289,
22931,-25.8285,60.7301,8.10309,
22939,-25.3852,60.2711,8.02997,
851,11.463,51.7918,10.3109,
848,12.1965,55.2428,6.94631,
1014,14.225,49.4455,10.0011,
10685,27.5765,-68.1857,3.85465,
10353,32.8533,-65.6066,1.28073,
10749,21.1296,-55.2462,-1.03245,
10308,24.7605,-47.8292,4.71199,
10329,27.4185,-53.6035,-1.05095,
10293,28.418,-54.4049,3.21678,
10306,28.3198,-54.6811,3.22724,
10073,28.9911,-48.3257,4.9304,
10261,24.7644,-46.3602,-2.75455,
10071,22.9665,-38.2681,2.339,
9813,23.0691,-33.5407,4.99835,
9531,24.5569,-31.0945,6.27553,
10127,26.5958,-45.7512,4.62989,
9827,27.9416,-40.8995,4.33356,
9520,27.1969,-34.2157,-2.29064,
9427,32.0159,-38.5086,2.62454,
9356,29.435,-34.161,0.787104,
9331,30.0209,-34.3894,3.99382,
9686,17.9648,-24.4472,-2.65424,
9701,17.8047,-24.4163,-2.64378,
9716,17.6305,-24.3556,-2.63053,
9731,17.4594,-24.2973,-2.61764,
9608,18.9984,-24.9479,-2.74349,
9624,18.791,-24.8552,-2.72606,
9640,18.575,-24.7485,-2.70723,
9656,18.3099,-24.5736,-2.68108,
9671,18.1378,-24.5029,-2.66714,
9593,19.1862,-24.9949,-2.75674,
9688,22.3811,-30.4794,-1.98175,
9703,22.2728,-30.566,-1.98207,
9718,22.2491,-30.7585,-1.9895,
9733,22.2441,-30.9787,-1.99871,
9340,20.0863,-23.1474,0.534951,
9280,20.9211,-23.3497,6.09406,
9750,22.0542,-31.0677,1.99672,
9612,23.0993,-30.3772,-0.666123,
9584,23.0495,-29.952,0.659701,
9769,21.1692,-30.0983,5.82812,
9558,22.574,-28.9663,3.21291,
9623,21.9531,-29.0377,5.76555,
9670,21.5361,-29.0832,5.73176,
9653,23.0999,-30.9796,4.74486,
9462,23.044,-28.1542,5.76242,
9258,22.1163,-24.468,2.88555,
9278,21.4868,-23.9727,5.09882,
8623,20.0351,-16.4278,-2.26675,
9035,22.3076,-22.2532,4.99057,
8814,21.9936,-19.7615,4.68302,
8902,22.0535,-20.6734,5.87577,
8780,23.8634,-21.1126,2.78759,
8361,22.8839,-16.6323,-0.493798,
8302,24.5258,-17.3717,1.5751,
8181,23.1091,-15.4352,2.4313,
8336,23.7708,-17.1063,2.5622,
8955,26.476,-25.4517,1.92471,
8924,31.7887,-30.1664,2.29671,
8928,29.8393,-28.3462,5.05343,
8898,29.569,-27.6896,4.97398,
7692,29.0894,-15.0914,-1.71746,
8074,30.3775,-19.2113,0.627379,
8106,29.3942,-18.8925,1.83124,
7824,29.118,-16.2202,0.581793,
7699,30.0396,-15.671,1.77565,
7830,29.0802,-16.2324,4.0892,
9642,33.1082,-44.1442,-2.89188,
9524,34.0882,-43.0549,0.958556,
9399,33.9204,-40.1963,0.918066,
9367,33.0283,-38.4532,-2.65657,
9317,33.0007,-37.5375,4.37278,
9087,33.0266,-33.7022,-0.823649,
8821,47.7732,-43.1361,1.12352,
8536,45.0307,-35.4484,-1.00034,
8225,33.1129,-22.605,2.10118,
7522,38.3837,-18.1849,0.741378,
7992,41.137,-24.9232,-2.52071,
8025,41.2578,-25.4018,-0.845709,
7951,41.6088,-24.7251,0.844836,
7967,41.3747,-24.7818,0.841834,
7796,43.949,-24.1113,4.38568,
7406,41.638,-18.408,-2.38589,
7110,43.9578,-16.0602,-2.45267,
7519,47.9339,-22.6173,-0.925152,
9569,51.9261,-66.991,1.47948,
9119,51.3566,-53.1257,-1.28977,
9024,49.9168,-49.5176,-1.22729,
9012,50.1611,-49.5693,1.23095,
7021,51.0227,-17.5785,2.82824,
10269,25.8199,-48.6626,6.76399,
10200,26.3016,-47.1577,6.62994,
10018,32.892,-53.1735,7.67704,
10146,19.6467,-34.1391,7.6564,
10134,19.6479,-33.8944,9.04483,
10148,19.5674,-34.0287,9.06238,
9975,21.902,-34.6188,6.48828,
9549,28.0883,-35.8481,8.85239,
9897,19.9125,-30.1073,8.33354,
9732,20.9865,-29.2165,6.99239,
9494,18.6413,-23.1272,6.85786,
9702,21.1367,-28.9963,6.97483,
9102,23.466,-24.1054,7.76666,
9250,20.8267,-22.9284,7.15119,
8844,24.6948,-22.51,6.49514,
8887,28.9897,-26.9955,7.69991,
8683,26.6217,-22.4891,8.0456,
7847,17.8652,-10.0583,-2.51733,
8384,17.7958,-13.0867,1.93259,
8400,17.7004,-13.1119,1.92719,
8241,19.0362,-13.1028,2.02184,
8320,19.0348,-13.5975,2.04659,
8190,18.0329,-12.0856,5.8167,
8298,18.0784,-12.7624,5.92954,
7870,19.501,-11.0916,6.01133,
7268,18.031,-7.30329,3.78145,
7407,20.0265,-8.85781,5.05555,
7804,24.2736,-13.3556,6.39626,
7900,24.019,-13.8785,6.40436,
7816,23.442,-12.9888,4.24469,
7757,24.142,-12.9611,6.32607,
7166,24.8388,-9.43537,2.32462,
7674,21.57,-11.0807,3.84078,
7314,22.2385,-9.27977,4.68398,
7421,22.387,-9.98605,4.76488,
7266,22.3309,-9.03586,3.81544,
7282,22.0508,-9.01671,3.7732,
7123,18.399,-6.78773,-1.71575,
6465,17.9917,-3.72917,3.57156,
6968,19.1425,-6.31966,3.91845,
6362,19.1077,-3.48623,4.48417,
6438,20.2044,-4.04824,4.75727,
5410,17.8095,0.746439,4.11525,
6792,21.8948,-6.29893,2.79739,
6703,22.9279,-6.08778,3.75724,
6719,22.9217,-6.17188,3.75975,
6282,23.3585,-3.81673,2.9061,
5992,22.1327,-2.07267,-1.165,
5614,22.9362,-0.116092,0.400358,
5445,22.3263,0.74064,0.389922,
5981,24.9248,-2.29465,0.436904,
5422,21.6,0.844892,3.42372,
5795,23.524,-1.04765,4.57713,
7187,28.9068,-11.1194,-2.70967,
7719,25.1379,-13.2425,3.48863,
7612,25.992,-12.9082,5.64108,
7003,25.7237,-8.75207,0.474287,
6992,25.2907,-8.51618,2.33473,
6928,28.0759,-9.0142,1.54538,
7121,26.8816,-9.90647,3.51764,
6839,25.0837,-7.50161,3.21467,
6948,27.9596,-9.10622,3.6105,
7009,27.1722,-9.27135,3.52519,
6747,27.3673,-7.56907,3.48644,
6776,28.45,-8.08273,3.63146,
6690,28.4007,-7.4455,5.7071,
7424,29.2642,-13.0721,-0.559454,
7349,29.2273,-12.5027,0.554882,
7291,29.3236,-12.0803,1.66209,
7574,29.7494,-14.4969,2.89531,
7590,29.8738,-14.6868,2.9124,
7606,29.6133,-14.6744,2.89148,
7463,29.0252,-13.2826,2.79264,
7478,29.0099,-13.3922,2.79543,
7103,30.7139,-11.185,2.85975,
6850,31.059,-9.38319,1.7004,
6865,31.0528,-9.49973,1.70186,
6505,27.9291,-6.0589,1.49775,
6553,25.5431,-5.84545,4.15021,
6555,28.3542,-6.49919,5.65443,
6629,28.089,-6.95134,5.62467,
5854,32.2082,-1.97558,2.82315,
4594,20.8549,4.87994,-1.87385,
4610,21.0765,4.85039,-1.89215,
4596,20.9698,4.89911,-1.12857,
5362,18.1696,0.964948,2.88184,
5235,23.8034,1.99883,-1.25188,
3641,19.8603,11.872,-2.84102,
3649,19.9102,11.8077,-2.84224,
3659,19.9633,11.7452,-2.84394,
4625,26.0445,5.89805,-2.3363,
4718,28.4109,5.82159,-2.53728,
4627,27.0628,6.11873,-1.4541,
4683,32.6369,6.9491,2.91937,
3964,25.901,11.9077,-2.49405,
3974,25.9787,11.8337,-2.49753,
4210,27.9882,9.91114,-1.55605,
3572,25.722,16.0979,-2.65476,
5525,34.4545,0.541254,1.8059,
5724,35.3376,-1.03028,0.617082,
5494,35.0151,0.788488,1.83553,
6953,45.9661,-15.0063,-2.53411,
6315,46.8156,-8.02756,-2.48931,
4733,38.4354,7.73598,-3.4301,
5213,34.0772,3.02332,1.79293,
4724,34.018,6.89012,0.605843,
4787,34.207,6.4202,1.82401,
4634,35.8486,8.03283,1.92534,
4618,36.0574,8.20528,1.938,
4966,44.8735,6.61033,-2.3771,
5014,44.9827,6.15387,-2.3794,
4720,46.2888,9.46805,-2.47612,
4765,46.6324,9.03065,-2.48931,
4257,47.9956,16.1057,6.21607,
3179,24.8281,18.9756,-1.6377,
3191,24.999,18.8997,0.547028,
1994,18.9909,31.8954,-1.94543,
2573,23.6686,28.3375,5.84783,
2600,23.9527,28.2741,5.86911,
2625,24.8498,28.9212,6.03931,
2371,24.2426,32.762,6.45511,
3626,28.1665,17.0986,-2.88276,
2976,26.2976,23.4963,-3.08531,
2466,25.0087,31.9292,4.97983,
2692,28.1505,31.4294,5.18067,
1611,17.0185,35.5841,6.24737,
1672,17.776,35.8567,6.33872,
1888,19.4249,34.5866,4.87063,
2064,20.7341,33.532,6.24424,
1774,19.1809,36.4724,5.05977,
1917,20.0576,35.1362,4.96764,
1785,20.7975,39.263,2.32853,
1548,17.0831,37.0051,6.45542,
2115,23.9509,37.6243,2.33743,
1345,17.0069,42.0091,-0.791083,
1494,19.2729,43.0649,0.823544,
1685,22.0182,44.0653,6.04838,
1902,24.2757,42.8722,6.04935,
1826,24.7668,45.6148,2.72021,
2461,27.0183,34.5569,0.765672,
2225,26.1417,38.3942,0.810769,
2306,26.5484,37.2607,4.00271,
2205,26.0041,38.7273,4.08115,
2231,26.9964,39.5753,5.88215,
2345,28.6967,39.3963,4.26418,
2280,28.2451,40.2633,2.57755,
2245,27.1029,39.435,5.87532,
2656,29.4016,33.5616,2.33837,
2528,29.06,35.6184,0.802392,
2753,32.0162,34.3332,4.10713,
2127,27.5103,42.8846,2.67018,
2376,30.4624,40.9579,0.89098,
3850,44.9709,22.8151,6.19169,
4066,46.2596,19.1897,6.14928,
3756,45.662,24.9474,-2.72691,
2888,40.8181,39.1978,0.987806,
3051,46.8619,39.5733,-3.21447,
3059,47.6517,39.9562,-3.25906,
3053,46.5176,39.1298,1.06104,
3061,46.8841,39.1595,1.06627,
3090,48.5975,39.7482,1.09587,
2964,45.0899,40.6562,3.18182,
3018,46.9605,40.5925,5.43067,
2861,41.973,41.1605,1.02613,
2873,42.0537,40.924,3.07526,
2907,44.8724,42.4634,3.23771,
2846,46.6952,46.419,1.14928,
2869,48.9996,47.8668,-1.19566,
6814,51.1184,-14.9578,-0.92969,
6442,49.9888,-10.1067,0.890212,
6468,55.7228,-11.5802,-0.993426,
6484,55.4864,-11.7333,-0.989935,
6439,56.5826,-11.3474,-1.00732,
5598,50.3063,-0.079021,0.8781,
5062,49.29,6.20055,-0.86714,
4372,52.9817,15.2023,0.962116,
4482,50.3594,13.1364,2.72754,
4498,50.4746,12.9785,2.73131,
4254,49.2941,16.5702,2.72545,
4827,55.2335,9.89828,-0.979464,
4093,52.1479,21.0374,0.981523,
4095,52.1844,21.0415,2.94882,
4185,53.9298,19.6182,1.0017,
4213,56.128,19.7548,1.03863,
4215,56.3001,19.7933,3.1276,
3779,49.6634,26.6851,-2.95468,
3768,50.1811,27.1894,-2.9911,
3814,49.5662,25.8355,2.92935,
3795,49.224,26.0738,4.8734,
3761,52.18,28.355,3.11231,
4318,60.7704,18.8348,1.11053,
4363,58.9993,17.1297,3.21971,
3146,50.901,39.8542,3.38802,
3127,52.0594,41.3802,1.16079,
2921,52.0463,48.7723,-1.24502,
3137,53.1485,41.944,1.18181,
4320,70.0672,21.7028,3.84418,
4006,68.6802,30.2343,1.30984,
3951,69.5248,32.3314,4.01835,
1119,18.4433,56.2611,1.03346,
2314,40.5218,56.7048,-1.21654,
1981,35.9965,60.8911,-1.23469,
2027,36.9232,60.7997,1.24163,
1941,35.3218,60.9824,1.23012,
1911,36.2208,63.5792,1.27724,
2664,47.0379,53.5232,-1.24376,
1881,38.0307,68.0479,-1.36069,
1044,25.1655,83.9874,-1.5304,
1096,26.9918,84.6786,-1.55134,
1098,27.0118,84.3342,1.54572,
2912,51.9507,49.0416,-3.74411,
2894,54.9225,52.5769,-3.98465,
7902,20.9785,-12.1266,6.49273,
7208,23.24,-9.05621,6.68323,
6846,23.3862,-7.02511,6.54295,
6664,25.0439,-6.39759,6.926,
6694,25.1724,-6.61795,6.97414,
6515,26.0521,-5.70409,7.14599,
6483,28.1345,-5.94426,6.63876,
3515,25.9899,16.7622,7.13995,
6571,35.3123,-8.23691,8.37133,
2037,18.8297,30.9087,7.03513,
2249,21.1277,30.6836,8.60078,
2399,22.5159,29.9339,10.0365,
2325,23.5257,32.7153,7.83271,
2458,25.3102,32.4772,9.50598,
2602,27.3271,32.2344,8.21433,
1748,18.1118,34.9711,7.65526,
1953,19.8249,34.0625,10.5603,
1645,18.7077,38.3564,9.85241,
1533,17.9185,39.1735,6.82273,
1517,18.0474,39.8223,6.92473,
1617,17.9238,37.3763,11.107,
2050,22.1117,36.0125,8.21433,
2194,24.5881,36.8544,7.01702,
2150,22.3628,34.4883,11.0138,
2185,23.0815,34.7932,11.1877,
1952,21.491,36.9548,9.8695,
1976,24.5602,41.6284,7.65528,
2386,26.2016,35.101,10.1124,
2745,32.3367,34.8716,7.53232,
2145,28.0756,43.365,8.18215,
4056,48.2014,20.1631,8.27538,
3945,46.9001,21.9596,8.20217,
2866,46.9465,45.9573,8.06653,
4778,52.3124,9.96021,8.43432,
4707,51.0821,10.6158,13.9799,
4505,54.0505,13.8376,10.8452,
4111,50.2938,19.994,12.4951,
3993,49.6779,22.222,8.61954,
3923,49.8784,23.7587,10.7391,
3935,49.6516,23.449,10.6735,
4220,53.5887,18.798,8.99467,
4218,56.5649,19.8531,7.36066,
3732,49.5484,27.5103,11.0162,
3872,51.2593,25.5235,11.1307,
4190,59.3316,21.5012,9.99522,
3096,49.9574,40.7733,10.2133,
3094,50.7357,41.4233,8.04216,
3077,50.4324,41.751,10.3697,
1285,19.5548,50.4675,6.64554,
2800,48.5416,50.1786,13.5707,
