index,x,y,z
19201,-15.5893,2.21869,-0.825233,
19215,-15.534,2.2634,-1.3734,
19217,-15.5949,2.27783,-0.825966,
19231,-15.5201,2.31673,-1.37288,
19245,-15.532,2.37119,-1.37462,
19261,-15.5276,2.426,-1.37497,
19277,-15.5348,2.48271,-1.37636,
19293,-15.526,2.53692,-1.37636,
19309,-15.5485,2.59635,-1.37915,
19325,-15.5433,2.65128,-1.3795,
19341,-15.5374,2.70891,-1.37985,
19357,-15.5121,2.76034,-1.37846,
19373,-15.5122,2.81625,-1.37933,
19389,-15.518,2.87328,-1.38072,
19159,-15.9326,2.10888,-0.28053,
19171,-15.8736,2.15748,-0.279622,
19187,-15.8569,2.20596,-0.279448,
20994,-16.6677,10.957,1.04536,
22192,-33.0238,39.1338,2.68358,
21059,-25.0189,16.9582,2.64431,
21259,-23.8771,17.9404,2.61293,
21816,-23.0705,22.7903,0.566051,
21840,-23.0543,23.0222,-0.568704,
21754,-26.1513,25.0432,-0.632021,
21769,-26.1645,25.2315,-0.634465,
21784,-26.1193,25.3645,-0.635512,
21799,-26.1622,25.5841,-0.638723,
22030,-25.4944,27.9788,1.98374,
22052,-25.2875,27.996,5.97517,
22327,-25.3584,32.5978,-0.720889,
21522,-22.9864,19.6253,2.64431,
21813,-22.9296,22.5801,-0.561723,
21826,-22.8747,22.6839,-0.562317,
21853,-22.9795,23.1082,-0.568844,
21724,-18.2548,17.2265,-1.31541,
21737,-18.2032,17.2984,-1.31604,
21752,-18.1672,17.3853,-1.31782,
21767,-18.082,17.425,-1.31604,
21782,-18.0426,17.5089,-1.31761,
22352,-27.4499,35.942,3.9567,
22451,-23.6404,33.2406,0.711988,
22259,-26.8808,33.0061,3.72416,
22552,-25.0044,38.4593,0.800716,
22659,-28.0937,47.8081,0.96791,
22599,-25.4211,40.9521,0.841346,
22642,-26.069,43.6619,0.887629,
22694,-23.968,42.3116,-0.848815,
22688,-24.0779,42.3159,0.849827,
22714,-23.7374,42.9471,-0.856529,
15005,-11.9702,-13.2523,4.78505,
15264,-11.8251,-11.6205,4.44237,
15838,-14.0933,-10.5892,4.72345,
16038,-14.9678,-10.2141,4.85545,
18799,-11.239,0.530018,-1.38151,
18814,-11.249,0.569849,-1.38297,
18830,-11.2529,0.609434,-1.3837,
18846,-11.2566,0.649053,-1.38444,
18860,-11.2464,0.687857,-1.38346,
18875,-11.2419,0.726982,-1.38322,
18891,-11.2294,0.765544,-1.382,
18907,-11.2366,0.805447,-1.38322,
18922,-11.2396,0.845112,-1.38395,
18937,-11.2346,0.884184,-1.3837,
16606,-7.13688,-3.60353,-0.419002,
16621,-7.0994,-3.55357,-0.416071,
16637,-7.01694,-3.48171,-0.410523,
18517,-9.03502,-0.205033,-1.43138,
18532,-9.04358,-0.173646,-1.43263,
18686,-9.03374,0.171879,-1.43106,
18700,-9.02518,0.203234,-1.42981,
18715,-9.01849,0.234582,-1.42887,
18726,-9.02552,0.266295,-1.43012,
18738,-9.02656,0.296288,-1.43044,
18752,-9.01955,0.327579,-1.4295,
18767,-9.00644,0.360162,-1.42762,
18782,-9.01105,0.391855,-1.42856,
18797,-9.01957,0.422197,-1.43012,
18812,-9.0141,0.45348,-1.4295,
18828,-9.01443,0.485048,-1.42981,
18844,-9.00874,0.516286,-1.42919,
18873,-9.0128,0.579673,-1.43044,
18889,-9.01663,0.61153,-1.43138,
18905,-9.00459,0.642298,-1.42981,
18920,-9.00624,0.674021,-1.43044,
18951,-9.00919,0.737524,-1.43169,
18966,-9.00459,0.768799,-1.43138,
17306,-8.00647,-2.53673,-0.1466,
18149,-8.27604,-0.899066,-0.145309,
18164,-8.2672,-0.868917,-0.145099,
18281,-8.3599,-0.644727,-0.146356,
18297,-8.34016,-0.613927,-0.145972,
18313,-8.34225,-0.58481,-0.145972,
18328,-8.32828,-0.554624,-0.145693,
18344,-8.36191,-0.530483,-0.146251,
18858,-8.99702,0.547129,-1.42762,
18935,-8.99201,0.704529,-1.42856,
18980,-8.98414,0.798652,-1.42856,
18996,-8.9931,0.831099,-1.43044,
19011,-8.98621,0.862108,-1.42981,
19026,-8.98708,0.893862,-1.43044,
12198,-0.818744,-13.1973,-1.62354,
16652,-6.95557,-3.42106,-0.406232,
16667,-6.67843,-3.25585,-0.38938,
16683,-6.59804,-3.1882,-0.384041,
16699,-6.54788,-3.13582,-0.380482,
16712,-6.5191,-3.0941,-0.37818,
16728,-6.50998,-3.06197,-0.377028,
16742,-6.51519,-3.0367,-0.376714,
16758,-6.51487,-3.00891,-0.376086,
16773,-6.51989,-2.98366,-0.375772,
16789,-6.4957,-2.94521,-0.373783,
16805,-6.50048,-2.92007,-0.373469,
16821,-6.51063,-2.89736,-0.373469,
16836,-6.51705,-2.873,-0.37326,
16852,-6.51789,-2.84624,-0.372737,
16868,-6.50762,-2.81475,-0.371585,
16883,-6.5059,-2.78843,-0.370957,
16897,-6.51927,-2.76727,-0.371167,
16911,-6.52521,-2.74295,-0.370957,
16923,-6.53106,-2.71862,-0.370748,
16938,-6.53312,-2.69276,-0.370329,
16953,-6.53139,-2.66541,-0.369701,
16967,-6.54435,-2.64409,-0.369911,
16996,-6.56265,-2.59834,-0.369911,
17010,-6.55867,-2.57031,-0.369178,
17025,-6.56015,-2.54451,-0.368759,
17040,-6.52984,-2.50657,-0.366561,
17084,-6.36853,-2.36843,-0.356094,
17098,-6.31677,-2.32412,-0.352744,
17114,-6.6927,-2.43594,-0.37326,
17116,-6.9216,-2.51652,-0.128554,
17130,-6.74063,-2.42678,-0.375458,
17145,-6.83185,-2.43271,-0.380064,
17147,-6.679,-2.37566,-0.123738,
17161,-6.78566,-2.38961,-0.377028,
17163,-6.69102,-2.35366,-0.123807,
17179,-6.68409,-2.32503,-0.123528,
17195,-6.67515,-2.29583,-0.123214,
17226,-6.70049,-2.25236,-0.123389,
17240,-6.87371,-2.28658,-0.379645,
17242,-6.72539,-2.23463,-0.123703,
17256,-6.85319,-2.25322,-0.378075,
17258,-6.72745,-2.20927,-0.123598,
17272,-6.86861,-2.23175,-0.378494,
17274,-6.7142,-2.17898,-0.123214,
17288,-6.87636,-2.20776,-0.378494,
17290,-6.72176,-2.15553,-0.123214,
17304,-6.73173,-2.13543,-0.37012,
18953,-11.2196,0.922419,-1.38224,
18968,-11.2124,0.961238,-1.38175,
18982,-11.2168,1.00108,-1.38273,
18997,-11.2133,1.04022,-1.38273,
19012,-11.2175,1.08012,-1.3837,
19027,-11.1998,1.11789,-1.382,
19039,-11.2101,1.15449,-1.3837,
19052,-11.204,1.19341,-1.38346,
19066,-11.1976,1.23425,-1.38322,
19081,-11.2011,1.27422,-1.38419,
19096,-11.1769,1.311,-1.38175,
19111,-11.1762,1.35048,-1.38224,
19125,-11.1674,1.389,-1.38175,
19139,-11.1665,1.42848,-1.38224,
19154,-11.1732,1.469,-1.3837,
19167,-11.1523,1.50587,-1.38175,
19181,-11.1514,1.54144,-1.38224,
19197,-11.1499,1.58091,-1.38273,
19213,-11.146,1.62205,-1.38297,
19229,-11.1422,1.66124,-1.38322,
19243,-11.1327,1.69758,-1.38273,
19259,-11.1228,1.73582,-1.38224,
19275,-11.1245,1.77589,-1.38322,
19291,-11.13,1.81663,-1.38468,
19307,-11.1197,1.85482,-1.38419,
19323,-11.1092,1.89295,-1.3837,
19339,-11.0964,1.93264,-1.38297,
19355,-11.0954,1.9724,-1.3837,
19371,-11.0904,2.01147,-1.38395,
19387,-11.097,2.0527,-1.38565,
19400,-11.0804,2.08765,-1.38444,
19414,-11.075,2.12669,-1.38468,
19427,-11.0675,2.16534,-1.38468,
19439,-11.0696,2.20589,-1.3859,
19451,-11.0443,2.24097,-1.3837,
19464,-11.0345,2.2791,-1.38346,
19478,-11.021,2.31446,-1.38273,
19492,-11.0129,2.35292,-1.38273,
19506,-11.0081,2.39411,-1.38322,
19051,-9.00256,0.95574,-1.43388,
21531,-12.1641,10.4148,-0.279518,
21544,-12.1458,10.4729,-0.279937,
21559,-12.0669,10.4785,-0.278959,
21574,-12.1372,10.6141,-0.281438,
21589,-12.2456,10.7846,-0.284823,
21602,-12.157,10.7821,-0.283637,
21628,-11.7112,10.5337,-0.274945,
21642,-11.7026,10.6001,-0.275608,
21667,-11.8584,10.8891,-0.281019,
23737,-0.681857,5.26439,-1.22553,
22750,-5.78641,10.8872,-1.51386,
22757,-5.74744,10.9056,-1.51362,
23216,-3.24982,12.4229,-1.12344,
9304,8.27403,-9.3488,-1.97733,
9318,8.24656,-9.38356,-1.97858,
9332,8.34104,-9.55815,-2.00924,
9345,8.33738,-9.62154,-2.01644,
9347,8.35812,-9.65228,-1.56773,
9361,8.31792,-9.66706,-2.01988,
9363,8.31532,-9.67086,-1.56602,
9391,8.24632,-9.72716,-1.56578,
9405,8.2089,-9.74838,-1.5648,
9432,8.31388,-10.0177,-1.59844,
9393,8.66523,-10.2249,-1.17259,
9395,8.58086,-10.1325,-0.695859,
9408,8.49964,-10.1044,-0.691986,
9420,8.57626,-10.2607,-1.16998,
9422,8.46816,-10.1386,-0.6923,
9434,8.49662,-10.2415,-1.16423,
9436,8.48831,-10.2387,-0.69701,
9449,8.39241,-10.1881,-1.15481,
9464,8.44496,-10.3288,-0.699208,
9478,8.21231,-10.1089,-1.13947,
9493,8.18876,-10.1484,-1.14087,
9505,8.18069,-10.2112,-1.1447,
9518,8.16608,-10.2662,-1.14767,
9321,8.68462,-9.89246,-1.15168,
9334,8.63956,-9.9107,-1.15028,
9349,8.50973,-9.83083,-1.13756,
9365,8.41562,-9.79097,-1.12954,
9379,8.39044,-9.8309,-1.13076,
9638,10.963,-14.6013,-2.24191,
9654,10.8835,-14.6013,-2.23606,
9669,10.8258,-14.6195,-2.23362,
9684,10.7488,-14.622,-2.22826,
9699,10.6694,-14.626,-2.2229,
9714,10.581,-14.6117,-2.2151,
9729,10.5184,-14.6325,-2.21266,
9743,10.4499,-14.6448,-2.209,
8449,11.9929,-9.08332,-2.38281,
7477,10.9953,-5.07354,-2.35382,
3026,8.00472,6.873,-2.05082,
3036,8.01448,6.82809,-1.66759,
3046,8.02469,6.7886,-1.66478,
3056,8.02516,6.74585,-2.03784,
3064,8.04865,6.71779,-2.03784,
3065,8.01576,6.68559,-1.6532,
3074,8.01355,6.63881,-1.64819,
3083,8.00628,6.59049,-2.01571,
3084,8.01989,6.59699,-1.64475,
3093,8.01404,6.55007,-2.01189,
3102,8.04142,6.52577,-2.01303,
3104,8.05501,6.53214,-1.64256,
3113,8.11613,6.53954,-2.02601,
3115,8.06699,6.49531,-1.64037,
3121,8.12511,6.50013,-2.02258,
3122,8.08962,6.46711,-1.64037,
3130,8.12316,6.4522,-2.01647,
3131,8.11524,6.44129,-1.641,
3140,8.19496,6.4627,-2.02868,
3147,8.2623,6.46916,-2.03975,
3156,8.19958,6.37401,-2.01876,
3157,8.215,6.3814,-1.64757,
3165,8.214,6.33935,-2.01685,
3166,8.27164,6.37923,-1.65445,
3194,8.21619,6.20709,-2.00159,
2849,7.91961,7.86726,-2.16988,
2857,7.92606,7.81889,-2.16416,
2864,7.94493,7.78569,-2.16225,
2874,7.92563,7.71272,-2.14965,
2875,7.85974,7.64326,-1.73642,
2881,7.94403,7.67683,-2.14736,
2882,7.85226,7.58284,-1.72891,
2891,7.87583,7.55265,-1.72829,
2899,7.96332,7.58867,-2.13821,
2900,7.87211,7.49651,-1.72172,
2908,7.97978,7.55138,-2.13553,
2909,7.89823,7.46898,-1.72172,
2917,7.88319,7.41058,-2.1031,
2918,7.91,7.43058,-1.7189,
2926,7.87313,7.34953,-2.09356,
2927,7.93877,7.40562,-1.71953,
2934,7.88722,7.31132,-2.0905,
2935,7.8414,7.26376,-1.69293,
2944,7.88959,7.26247,-2.0844,
2950,7.90745,7.22556,-2.08211,
2951,7.87129,7.18748,-1.68824,
2958,7.89192,7.16098,-2.07142,
2959,7.90072,7.16394,-1.68918,
2965,7.885,7.10716,-2.06341,
2973,7.91122,7.0809,-2.06379,
2980,7.91241,7.03238,-2.05768,
2989,7.91483,6.98523,-2.05196,
2999,7.93326,6.95238,-2.05043,
3008,7.94711,6.91563,-2.04776,
3000,8.04561,7.04588,-1.69387,
3009,8.07016,7.01776,-1.69387,
3019,8.00249,6.91488,-1.6751,
3002,7.88001,6.896,-1.28572,
3010,7.92501,6.88668,-1.28913,
3038,8.03362,6.83956,-1.29547,
3048,8.04228,6.79866,-1.29303,
3067,8.07125,6.7271,-1.29011,
3076,8.10575,6.71043,-1.29206,
3086,8.15673,6.70478,-1.29645,
3095,8.20161,6.69384,-1.29986,
3106,8.29587,6.72266,-1.31107,
2928,7.89765,7.3621,-1.32569,
2937,7.83152,7.24953,-1.31034,
2952,7.83041,7.14514,-1.30156,
2960,7.83471,7.0991,-1.29815,
2967,7.84788,7.06378,-1.29645,
2975,7.85473,7.02047,-1.29352,
2983,7.86434,6.97983,-1.29108,
2992,7.85738,6.92478,-1.28597,
3011,8.14036,7.07132,-0.943374,
3021,8.07506,6.9702,-0.933264,
3030,8.11447,6.95494,-0.935007,
3039,8.14325,6.93045,-0.93553,
3050,8.19935,6.92898,-0.93919,
3774,11.3842,6.13486,-2.51372,
3785,11.4142,6.09971,-2.51563,
3794,11.4562,6.07086,-2.52021,
3804,11.4867,6.03832,-2.5225,
3815,11.5286,6.00908,-2.52707,
3826,11.5495,5.9688,-2.52707,
3837,11.5807,5.93382,-2.52936,
3646,11.0121,6.54109,-2.48968,
3656,11.0416,6.5066,-2.4912,
3665,11.0575,6.46406,-2.48968,
3675,11.097,6.43527,-2.49349,
3684,11.1313,6.40335,-2.49616,
3694,11.1678,6.37516,-2.4996,
3704,11.2002,6.34194,-2.50189,
3716,11.2211,6.29697,-2.50112,
3725,11.2498,6.26158,-2.50265,
3738,11.2901,6.2376,-2.50723,
3749,11.3273,6.20664,-2.51066,
3762,11.3575,6.17175,-2.51257,
3806,14.9874,7.87192,-2.68129,
3583,14.3132,8.89876,-2.6694,
3597,14.3476,8.85436,-2.67034,
3610,14.3717,8.8001,-2.66908,
3622,14.4042,8.75444,-2.66971,
3634,14.4397,8.70717,-2.67065,
3640,14.4633,8.65266,-2.6694,
3648,14.5002,8.60615,-2.67065,
3658,14.554,8.56951,-2.67503,
3667,14.5906,8.52264,-2.67628,
3676,14.6356,8.48058,-2.6791,
3685,14.66,8.42648,-2.67816,
3695,14.6845,8.37586,-2.67753,
3705,14.7342,8.33623,-2.68129,
3717,14.7696,8.28152,-2.68191,
3727,14.7949,8.228,-2.68129,
3739,14.8207,8.18148,-2.68129,
3751,14.8527,8.13159,-2.68191,
3763,14.8705,8.07404,-2.68004,
3775,14.9091,8.0277,-2.68191,
3787,14.937,7.97561,-2.68191,
3796,14.9543,7.91788,-2.68004,
4967,16.0755,2.36523,3.75128,
23235,-7.54806,29.7206,5.96049,
23241,-6.55014,26.0965,3.30363,
23266,-6.45752,26.5099,3.35019,
1368,15.6791,38.0216,-2.1554,
1563,16.7454,35.9598,6.28272,
1334,15.9333,39.5356,2.23391,
1095,14.8325,46.5888,-2.56237,
1117,15.0268,46.1107,-2.54164,
1191,15.1207,42.5343,2.36579,
1254,16.4734,43.5036,2.43791,
1135,14.6654,44.0858,5.7047,
1155,15.169,44.5843,4.1202,
1174,15.3858,44.2316,4.09719,
1245,16.2072,43.2102,4.03758,
1102,14.5262,45.2709,4.1596,
1162,16.0613,46.7248,2.58937,
1186,16.9478,48.1259,6.26482,
22718,-40.1472,72.9068,4.36189,
22745,-38.3151,71.9088,1.42223,
22855,-27.0583,57.8158,1.11423,
22828,-28.0912,57.9544,3.37525,
22862,-26.8622,57.9226,1.11448,
22908,-25.454,58.0409,3.32145,
22906,-36.7966,83.8647,1.59857,
22979,-33.0878,84.0413,1.57655,
23029,-36.0598,99.614,1.84919,
829,10.7059,50.1949,4.49026,
837,10.8723,50.1592,4.49026,
1067,16.0471,51.872,2.84561,
990,15.4331,55.2752,3.00764,
922,14.5359,57.9125,-1.04222,
20621,-22.0687,11.853,6.71221,
