index,x,y,z
21791,-41.9098,41.7929,3.10185,
22138,-33.0047,38.904,2.67374,
21200,-23.9793,17.9519,4.74434,
21297,-24.0395,18.9308,4.84634,
21437,-23.7925,19.9642,4.91924,
21748,-23.0465,22.4979,0.562177,
21725,-24.9592,24.086,5.49367,
21970,-25.1428,27.3521,-0.648497,
22002,-25.2883,27.8989,-0.657258,
22018,-25.3178,28.1282,-0.660574,
22033,-25.6166,28.6607,-0.670975,
22048,-25.5337,28.7694,-0.671429,
21954,-24.7545,26.7418,-0.63607,
21986,-24.8072,27.1768,-0.642283,
22063,-24.2973,27.5696,-0.641446,
22078,-24.1368,27.5616,-0.639491,
22093,-24.0011,27.6004,-0.638444,
21859,-25.103,25.9405,3.15818,
21874,-25.0814,26.0998,3.16689,
22275,-23.0054,29.4244,-0.651952,
21936,-17.0625,18.2909,-1.31091,
22327,-20.9762,27.8161,-0.608112,
22429,-23.8155,33.9615,-0.724031,
22506,-25.027,38.5972,0.80295,
22526,-25.2636,39.8706,0.823893,
22610,-27.94,47.6989,0.964909,
22570,-25.5671,41.9515,0.857541,
16241,-13.7415,-8.4043,4.31607,
16888,-11.9189,-5.07649,3.47128,
18033,-14.6506,-1.88198,3.95786,
18049,-14.728,-1.83969,3.97701,
18247,-13.5113,-1.07286,3.63175,
16831,-7.00898,-3.08694,-1.48869,
17957,-8.13555,-1.1941,-0.430934,
17970,-8.11615,-1.16088,-0.429678,
17983,-8.03905,-1.12123,-0.425387,
18491,-8.37836,-0.19891,-0.146286,
18505,-8.05912,-0.163186,-0.140701,
17998,-7.87648,-1.07194,-0.416594,
18014,-7.71782,-1.02292,-0.408011,
18030,-7.64013,-0.985501,-0.40372,
18046,-7.60389,-0.953854,-0.401626,
18062,-7.54571,-0.919814,-0.398381,
18078,-7.51318,-0.889243,-0.396497,
18094,-7.48861,-0.858515,-0.395032,
18110,-7.45186,-0.827959,-0.392938,
18125,-7.43073,-0.800675,-0.391682,
18140,-7.39176,-0.770384,-0.389484,
18154,-7.3646,-0.741576,-0.387914,
18170,-7.34925,-0.714126,-0.386972,
18184,-7.31591,-0.685116,-0.385088,
18199,-7.30035,-0.657961,-0.384146,
18214,-7.26071,-0.630122,-0.381948,
18229,-7.17131,-0.59715,-0.377133,
18244,-7.03398,-0.560998,-0.369806,
18519,-7.88769,-0.132172,-0.137699,
18535,-7.76813,-0.103046,-0.135605,
18550,-7.76843,-0.0772858,-0.135605,
14300,-5.28878,-7.9814,-1.51648,
14175,-5.06215,-8.12004,-1.51554,
14206,-5.11766,-8.08284,-1.51522,
18260,-6.9881,-0.532798,-0.367294,
18276,-6.97,-0.506953,-0.366247,
18292,-6.95379,-0.481378,-0.365305,
18308,-6.95144,-0.45684,-0.365096,
18324,-6.951,-0.432448,-0.364991,
18339,-6.95446,-0.408299,-0.365096,
18353,-6.94189,-0.38325,-0.364363,
18368,-6.92324,-0.357985,-0.363316,
18381,-6.93043,-0.334105,-0.36363,
18396,-6.93544,-0.31251,-0.36384,
18412,-6.94447,-0.288631,-0.364258,
18427,-6.95142,-0.264617,-0.364572,
18443,-6.93633,-0.239798,-0.363735,
18458,-6.93513,-0.215522,-0.36363,
18473,-6.94383,-0.191533,-0.364049,
18489,-6.95643,-0.167582,-0.364677,
18503,-6.96097,-0.143381,-0.364886,
18517,-6.94545,-0.118808,-0.364049,
18533,-6.9598,-0.0947536,-0.364782,
18577,-6.97639,-0.0231347,-0.365619,
18593,-6.9924,0.0012204,-0.366456,
18608,-6.96839,0.0255406,-0.3652,
18623,-6.99422,0.0500505,-0.366561,
18637,-6.89415,0.0734014,-0.361327,
18693,-6.79262,0.167194,-0.356094,
18706,-6.79199,0.190904,-0.356094,
18721,-6.79129,0.214611,-0.356094,
18735,-6.79049,0.238316,-0.356094,
19980,-14.9154,5.5233,-1.39153,
19994,-14.8643,5.56346,-1.38857,
20008,-14.8206,5.60615,-1.3863,
20022,-14.8568,5.67919,-1.39153,
20036,-14.8443,5.73389,-1.39223,
20050,-14.8038,5.7777,-1.39031,
20064,-14.7316,5.80888,-1.38543,
20078,-14.6956,5.85106,-1.38386,
20092,-14.7065,5.91496,-1.38682,
20106,-14.7116,5.97676,-1.38926,
20119,-14.7017,6.03262,-1.39031,
20133,-14.6438,6.06864,-1.38682,
20147,-14.5968,6.10895,-1.38438,
20161,-14.5607,6.15366,-1.38299,
20177,-14.5538,6.21071,-1.38438,
20191,-14.5521,6.27015,-1.3863,
20205,-14.521,6.31693,-1.38543,
20219,-14.5043,6.36998,-1.38595,
20234,-14.4711,6.41573,-1.3849,
20249,-14.4577,6.47027,-1.38578,
20263,-14.4278,6.51742,-1.38508,
20277,-14.4,6.55941,-1.38438,
20291,-14.3553,6.59965,-1.38229,
20306,-14.3382,6.65557,-1.38299,
20321,-14.3185,6.70727,-1.38334,
20336,-14.295,6.75721,-1.38334,
20351,-14.2569,6.80021,-1.38194,
20366,-14.2235,6.84227,-1.3809,
20381,-14.1816,6.88317,-1.37915,
20396,-14.1599,6.93686,-1.3795,
20412,-14.1284,6.98271,-1.3788,
20428,-14.0731,7.01353,-1.37567,
20444,-14.0539,7.0653,-1.37619,
20460,-14.0309,7.11521,-1.37636,
20476,-14.0024,7.16233,-1.37601,
20007,-10.6173,4.01406,-1.3937,
20021,-10.6032,4.0511,-1.3937,
20035,-10.5557,4.07522,-1.38931,
20049,-10.5654,4.12142,-1.39248,
20063,-10.5491,4.15754,-1.39224,
20077,-10.5427,4.19544,-1.39321,
20091,-10.5353,4.23517,-1.39419,
20105,-10.5076,4.2667,-1.39248,
20118,-10.5,4.30636,-1.39345,
20132,-10.4959,4.34755,-1.39492,
20146,-10.4843,4.38569,-1.3954,
20160,-10.458,4.41762,-1.39394,
20175,-10.4315,4.44943,-1.39248,
20189,-10.4269,4.49053,-1.39394,
20203,-10.4148,4.52848,-1.39443,
20217,-10.3935,4.56241,-1.3937,
20232,-10.3793,4.59947,-1.39394,
20247,-10.3595,4.63405,-1.39345,
20261,-10.3397,4.66855,-1.39297,
20275,-10.3286,4.70265,-1.39345,
20289,-10.3338,4.74863,-1.39638,
20304,-10.3073,4.78229,-1.39516,
20319,-10.2815,4.81403,-1.39394,
20334,-10.2647,4.84989,-1.39394,
20349,-10.2423,4.88313,-1.39321,
20364,-10.2332,4.92051,-1.39419,
19832,-8.65023,2.82733,-1.44139,
19846,-8.65531,2.86247,-1.44389,
19859,-8.64015,2.88928,-1.44295,
19872,-8.62252,2.91689,-1.4417,
21151,-14.989,10.9542,0.324056,
21165,-14.989,11.0387,0.324929,
21697,-12.4106,11.8226,-0.898294,
21713,-12.3303,11.8285,-0.895468,
21728,-12.2853,11.8638,-0.89505,
21745,-12.6515,12.3117,-0.30814,
21759,-12.5728,12.3208,-0.307267,
21772,-12.4329,12.2691,-0.304894,
21786,-12.4397,12.3617,-0.306115,
21800,-12.3908,12.3994,-0.305976,
21824,-12.1944,12.3745,-0.303253,
21837,-12.4295,12.7014,-0.310199,
21852,-12.392,12.7519,-0.310374,
21867,-12.3058,12.7519,-0.309326,
21882,-12.1879,12.7183,-0.307476,
21896,-12.187,12.8021,-0.308524,
19762,-6.27608,1.92718,-1.51572,
23792,-0.193548,1.92213,-0.517638,
24194,-0.0143483,13.7016,3.16326,
11282,3.34126,-14.1456,2.30209,
11340,3.12496,-14.0958,2.28676,
9697,5.47037,-7.53761,2.49553,
9840,9.11071,-13.4869,-1.99841,
5600,16.9487,-0.0147906,2.68442,
5613,16.9071,-0.0737716,2.67785,
4014,8.63068,3.85707,-2.18248,
4022,8.64231,3.82613,-2.18203,
4030,8.65382,3.79516,-2.18158,
4039,8.63127,3.7494,-2.17258,
4040,8.57196,3.72186,-1.8165,
4046,8.6461,3.72002,-2.17303,
4047,8.57408,3.68726,-1.81421,
4055,8.66441,3.69211,-2.17438,
4056,8.54174,3.63808,-1.80467,
4062,8.6934,3.66866,-2.17843,
4064,8.55077,3.60671,-1.80391,
4072,8.68817,3.63078,-2.17393,
4073,8.5778,3.5829,-1.80696,
4082,8.68819,3.59521,-2.17078,
4084,8.59025,3.55293,-1.80696,
4091,8.70069,3.56486,-2.17078,
4092,8.60624,3.52441,-1.80772,
4100,8.6282,3.50004,-2.14963,
4101,8.6294,3.49878,-1.81001,
4111,8.61806,3.46269,-2.14423,
4113,8.6191,3.46136,-1.80543,
4121,8.61018,3.42467,-2.13928,
4122,8.69498,3.45664,-1.81879,
4129,8.61846,3.39316,-2.13838,
4139,8.61209,3.35598,-2.13389,
4148,8.5983,3.31608,-2.12759,
4157,8.61892,3.28952,-2.12984,
4159,8.57731,3.27192,-1.78445,
4167,8.60848,3.25116,-2.12444,
4169,8.585,3.24058,-1.78368,
4177,8.64168,3.22927,-2.12984,
4178,8.61281,3.21677,-1.78712,
4185,8.65107,3.19841,-2.12939,
4186,8.80446,3.25338,-1.82452,
4193,8.6512,3.16418,-2.12669,
4195,8.91902,3.26037,-1.84589,
4203,8.66476,3.13831,-2.12759,
4211,8.64264,3.09622,-2.11949,
4219,8.67544,3.07384,-2.12489,
4220,8.71839,3.08734,-1.7978,
4226,8.66037,3.03452,-2.11859,
4228,8.70688,3.04911,-1.79322,
4235,8.67828,3.00682,-2.12039,
4236,8.71747,3.01869,-1.79322,
4244,8.68872,2.97651,-2.12039,
4245,8.69823,2.97807,-1.78712,
4254,8.73597,2.95866,-2.12939,
4256,8.68626,2.94014,-1.78254,
4257,8.59122,2.90463,-1.43638,
4258,8.6439,2.91907,-1.12022,
4266,8.60693,2.8765,-1.43732,
4268,8.67851,2.89705,-1.12339,
4275,8.63943,2.85387,-1.44107,
4277,8.72251,2.87794,-1.12778,
4283,8.68689,2.83596,-1.44733,
4285,8.76081,2.85671,-1.13144,
4298,8.72481,2.78277,-1.45046,
4299,8.76114,2.79098,-1.129,
4307,8.72694,2.74992,-1.44921,
4308,8.93935,2.81342,-1.15069,
4316,8.74403,2.72179,-1.45046,
4323,8.82948,2.71293,-1.46298,
4332,8.90316,2.70159,-1.47361,
4102,8.66011,3.50771,-1.47987,
4114,8.65337,3.47161,-1.47674,
4132,8.5487,3.36053,-1.45484,
4142,8.52908,3.31849,-1.44952,
4151,8.53877,3.28799,-1.44921,
4152,8.56895,3.29618,-1.12729,
4160,8.55943,3.26168,-1.45077,
4170,8.57261,3.23248,-1.45109,
4179,8.57273,3.19839,-1.44921,
4187,8.5857,3.16913,-1.44952,
4197,8.60413,3.14186,-1.45077,
4205,8.62139,3.1175,-1.45202,
4207,8.83034,3.18783,-0.821356,
4213,8.62292,3.08406,-1.45046,
4214,8.69632,3.10689,-1.13387,
4215,8.84141,3.15698,-0.821356,
4221,8.63363,3.05394,-1.45046,
4222,8.79602,3.1062,-0.816126,
4229,8.58644,3.00356,-1.44076,
4230,8.62972,3.01532,-1.12242,
4231,8.77671,3.06497,-0.813337,
4237,8.5838,2.96905,-1.43857,
4239,8.61018,2.97481,-1.11852,
4240,8.78547,3.03366,-0.813163,
4247,8.59037,2.93779,-1.43795,
4248,8.63553,2.94987,-1.12047,
4249,8.82052,3.01134,-0.815429,
4773,10.1413,1.92539,-2.38313,
4788,10.1288,1.88641,-2.37863,
4804,10.1315,1.85034,-2.37773,
4819,10.1417,1.81565,-2.37863,
4835,10.1538,1.78125,-2.37998,
4850,10.1638,1.74646,-2.38088,
4865,10.1695,1.71274,-2.38088,
4881,10.1543,1.67375,-2.37593,
4896,10.1793,1.64139,-2.38043,
4912,10.1927,1.60707,-2.38223,
4928,10.2059,1.57266,-2.38403,
4944,10.2094,1.53674,-2.38358,
4960,10.2051,1.49968,-2.38133,
4976,10.2064,1.46349,-2.38043,
4992,10.2192,1.42893,-2.38223,
5008,10.2299,1.39404,-2.38358,
5024,10.2306,1.3596,-2.38268,
5040,10.2237,1.32238,-2.37998,
5055,10.2338,1.2892,-2.38133,
5070,10.2402,1.25371,-2.38178,
5086,10.2428,1.21594,-2.38133,
5101,10.2469,1.18017,-2.38133,
5117,10.2527,1.1464,-2.38178,
5133,10.247,1.10956,-2.37953,
5146,10.2489,1.07358,-2.37908,
5159,10.27,1.03957,-2.38313,
5174,10.254,1.00361,-2.37863,
5188,10.2574,0.967807,-2.37863,
5203,10.2648,0.930557,-2.37953,
5150,15.8947,1.65658,-2.53111,
5163,15.8237,1.59337,-2.51891,
5178,15.9017,1.54797,-2.53048,
5105,16.7442,1.91961,-2.6694,
5121,16.4226,1.82758,-2.61715,
5137,16.152,1.74041,-2.57303,
4854,16.8261,2.88219,-2.70381,
4869,16.822,2.82409,-2.70162,
4885,16.82,2.76343,-2.69975,
4900,16.8159,2.70251,-2.69756,
4916,16.8253,2.64379,-2.69756,
4932,16.8227,2.58324,-2.69568,
4948,16.8023,2.52011,-2.69099,
4964,16.8071,2.46087,-2.69036,
4980,16.796,2.3994,-2.68723,
4996,16.8004,2.34021,-2.68661,
5012,16.7888,2.27889,-2.68348,
5028,16.7767,2.22061,-2.68035,
5044,16.7785,2.16128,-2.67941,
5058,16.7954,2.10686,-2.68097,
5074,16.7928,2.04703,-2.67941,
5090,16.7943,1.98477,-2.67847,
4317,9.0401,2.81049,-1.16239,
4324,9.08071,2.78665,-1.16629,
5081,16.2938,1.96888,3.78908,
2779,15.0002,15.9066,-2.68454,
23173,-6.99525,26.8744,-1.45536,
1365,16.0684,39.14,-2.21737,
1112,14.9057,46.5654,-2.56237,
876,10.4276,45.8972,-0.821555,
1265,16.5917,43.5634,2.44304,
1168,15.2687,44.6471,4.12822,
1188,15.4725,44.2815,4.10382,
1253,16.2189,43.0355,4.02363,
1002,13.0866,47.1569,4.28161,
1017,13.4155,47.0644,4.28161,
1148,15.3709,45.9389,5.94796,
22309,-43.4167,56.972,3.75395,
22450,-35.4806,51.5475,3.27958,
22595,-37.9942,63.8625,3.89442,
22663,-40.0095,72.9277,4.35938,
22683,-38.9768,72.7524,1.44066,
22690,-38.2291,71.9591,1.4223,
22697,-38.4046,72.9024,1.43829,
22764,-36.104,74.0242,1.43759,
22824,-27.0411,59.5566,1.1417,
22832,-28.3795,63.0883,1.2075,
22886,-27.1767,64.6824,3.67691,
22802,-26.9733,57.818,1.11364,
22892,-25.1241,60.061,-1.1364,
22836,-25.9243,57.711,5.53509,
22895,-26.8198,64.3987,3.65598,
22875,-29.8518,70.2922,1.33301,
22945,-32.3966,84.2202,1.57508,
22982,-35.9844,99.6774,1.84978,
22990,-35.6376,99.8062,1.84985,
870,11.2665,49.9529,2.68368,
950,12.9876,50.2557,2.72032,
1083,16.5174,53.1293,2.91585,
938,14.6369,57.8871,-1.04222,
22262,-33.2029,42.1177,8.49439,
21471,-24.0785,20.5287,8.47839,
21458,-23.5903,19.9636,8.28066,
22031,-27.0208,30.1999,7.87698,
21801,-24.9431,24.9605,9.45518,
21969,-24.9908,27.1773,8.52385,
22221,-25.8298,31.829,6.49234,
22253,-30.7223,38.7064,9.60571,
1419,16.2105,38.0234,6.54678,
986,13.0774,48.2658,9.72019,
1120,15.5395,48.0253,7.99474,
1130,15.683,47.9537,7.99099,
1150,16.0332,47.8628,7.99474,
22597,-38.0239,63.9632,6.51019,
22882,-25.2982,59.7438,10.2759,
22904,-26.072,63.3181,8.40777,
9572,72.9889,-94.8465,-2.08902,
10678,25.3914,-63.1312,5.95326,
10346,32.7617,-65.6524,1.28073,
10753,21.8011,-57.9087,-1.08006,
10765,21.6281,-58.0632,-1.08153,
10255,18.2531,-34.3003,-2.03629,
10242,18.1197,-33.7647,-2.00824,
9914,24.1429,-37.0775,3.87094,
9602,32.9828,-43.4532,-2.85901,
9804,29.78,-43.3626,2.75685,
9328,29.2814,-33.8392,0.7811,
9824,20.9892,-30.8268,4.57912,
9420,23.1869,-27.9983,4.46359,
9227,21.9856,-24.2127,2.86132,
9217,21.9806,-24.0803,6.33753,
9231,20.011,-22.0691,4.71838,
8787,20.0061,-17.9126,5.21977,
9121,21.0707,-22.0878,1.59981,
8753,23.9069,-21.0694,2.78794,
9014,26.1069,-26.0795,1.93392,
8543,31.003,-24.6432,-0.69129,
8949,45.0449,-43.5601,-3.28398,
8809,33.2123,-30.0939,2.34884,
7783,43.917,-24.0737,-0.874191,
7507,48.1201,-22.6846,2.78804,
9385,55.6001,-66.0741,1.50733,
8995,50.1426,-49.551,-1.2305,
10001,21.6058,-34.7789,6.48483,
8747,24.008,-21.0767,8.56018,
8632,24.1882,-20.0743,8.42249,
8508,18.9995,-14.8654,-2.11056,
5933,23.0485,-1.86254,-2.02306,
5947,23.0426,-1.93494,-2.02306,
6970,19.2201,-6.37878,3.93639,
6548,24.3162,-5.57808,1.30746,
6704,23.0338,-6.15036,3.77602,
7123,26.8658,-9.94331,3.51739,
5369,18.128,0.927842,2.87495,
5240,23.8046,1.96127,-1.25177,
5062,31.0353,3.87666,-2.73634,
5078,31.0091,3.7635,-2.73286,
5094,31.0168,3.64912,-2.73233,
5109,31.8211,3.63119,-2.80206,
5125,31.8508,3.52762,-2.80363,
4645,26.2148,5.79249,-1.407,
3992,25.9828,11.9014,-2.50032,
3597,25.8555,16.1249,-2.66592,
3945,31.2101,14.9467,-1.81355,
5781,35.8746,-1.52241,-3.14144,
6408,47.1261,-9.16038,-2.516,
5442,33.0105,1.12968,-2.88974,
5048,38.354,4.92007,-3.38304,
5219,34.0446,2.96056,1.79094,
4568,37.3426,8.9376,-2.01232,
4196,45.5929,16.6576,4.24675,
3200,24.8483,18.9293,-1.63707,
1997,18.9138,31.918,-1.94439,
2574,23.7051,28.482,5.86911,
2307,23.0167,32.4475,3.48048,
2368,24.1634,32.7984,6.4523,
3088,25.2194,20.945,-2.86812,
3013,26.6092,23.385,-3.09926,
3502,26.3661,17.2535,2.75674,
3221,25.2128,18.951,4.99558,
2497,25.8957,32.5204,3.63701,
2530,26.001,31.96,3.60459,
1813,17.6598,32.9354,3.26956,
1743,17.9827,34.9156,6.22046,
1964,20.3654,34.9491,6.40662,
1559,17.1547,37.0242,6.46293,
1786,20.0174,37.9344,5.26646,
2075,22.0064,35.5342,2.19047,
1942,22.3248,38.6989,2.34141,
1289,18.1753,46.786,0.876111,
1696,22.0245,43.9245,6.03326,
1916,24.2975,42.7366,6.03619,
1476,21.5473,48.8081,2.7961,
2216,26.0625,38.7121,4.0829,
2243,27.038,39.5324,5.88068,
2540,29.0095,35.4427,0.79946,
2741,30.1932,32.927,5.48534,
2803,32.2707,33.546,4.07244,
2472,30.8051,39.2873,0.871434,
2386,30.424,40.8021,0.888397,
2001,25.0114,41.9903,2.56143,
1840,25.7455,47.2401,2.81955,
2293,29.7717,42.298,2.71079,
3918,43.9922,21.485,6.01133,
3878,44.9142,22.7075,6.17951,
3897,44.5095,22.1238,6.10297,
4023,46.0023,20.3662,2.63658,
4008,45.9813,20.7034,6.19169,
3732,47.906,27.0157,2.88235,
3693,48.1397,28.0292,4.87357,
2922,40.9996,38.7172,0.984316,
2888,42.1681,40.9065,3.07892,
2979,45.1274,40.5758,3.18046,
3028,46.8669,40.6547,3.25153,
2861,46.7937,46.3709,1.1499,
6631,52.116,-13.0036,-0.937578,
6425,56.7043,-11.2483,-1.00906,
5066,49.2639,6.11868,-0.866512,
4693,50.9643,10.6934,-0.908956,
4265,49.9046,16.6882,4.60374,
4831,55.3509,9.80967,-0.981209,
4355,56.5383,16.5651,1.02837,
4227,56.3337,19.7278,3.12812,
4296,61.7051,19.7282,1.13078,
1209,18.879,52.3238,0.970947,
1616,23.8367,49.7064,2.88905,
2403,36.8912,48.9563,-3.21259,
2407,37.9641,50.1793,1.09831,
2422,37.7054,49.4417,3.25865,
1956,35.4572,61.0195,1.23186,
2029,39.0901,64.6727,1.31905,
2562,45.1474,54.5932,-3.71271,
2807,49.0284,50.8592,-3.70225,
2910,55.0051,52.4905,-3.98465,
2697,52.9592,59.2733,-1.38743,
2537,51.6387,63.2928,-1.42583,
3052,61.2292,52.2393,-1.40488,
2404,21.9725,29.1478,8.42712,
2249,22.1195,32.2685,10.4827,
2642,25.0076,28.9819,10.257,
2640,25.939,30.0719,9.16856,
2550,25.8258,31.4408,9.39351,
2563,25.8111,31.2003,9.34852,
2470,25.2898,32.3695,9.48349,
1760,18.1552,34.9353,7.65297,
1922,20.947,36.7688,9.76962,
1643,17.5011,36.0101,10.728,
1969,19.8549,34.0048,10.551,
1641,18.7088,38.5293,9.8884,
1528,18.0769,39.7395,6.91472,
1628,17.9975,37.3794,11.1163,
1503,17.009,37.9707,11.1484,
2068,22.1311,35.9314,8.20288,
1998,21.0676,35.5102,11.0635,
1968,21.5445,36.9282,9.8704,
1308,18.3666,46.6263,7.93717,
1994,24.6104,41.5643,7.65058,
2456,26.8525,34.6056,10.1124,
2500,28.0187,35.1487,7.11933,
2327,25.039,34.9354,11.5169,
2273,25.9643,37.3578,8.84323,
3909,44.5741,21.9525,7.86959,
4143,48.1559,18.7075,8.18246,
4163,48.6639,18.5051,10.1201,
4076,48.2278,20.1049,8.2757,
4106,48.9061,19.7693,10.2537,
3695,48.0692,27.9657,6.82834,
2929,48.5424,45.7121,12.9609,
6763,51.2075,-14.4324,6.53244,
4490,53.952,13.9228,8.82509,
4505,54.0155,13.7383,8.8276,
3956,49.8684,23.6793,10.7307,
