index,x,y,z
4111,52.1782,20.9015,2.94578,
4225,56.4387,19.9527,3.13723,
3822,49.4974,25.8986,0.975101,
3740,49.3364,27.5393,4.9433,
3763,49.8768,27.386,4.97816,
3794,52.9626,28.3745,5.25671,
3856,55.0274,28.0258,3.23635,
4242,60.0893,20.7843,1.10983,
4234,59.4226,20.763,3.29884,
3114,50.9966,41.6659,-3.45124,
4244,67.2572,23.2373,3.72925,
3979,66.3253,30.3941,3.82356,
1526,23.9445,52.6633,1.0098,
2360,37.0315,50.4677,-1.09263,
1983,35.9201,60.9316,-1.23462,
2090,38.7362,61.7509,-1.27239,
2688,48.9541,55.0802,-1.28628,
1495,33.2529,74.4772,1.4237,
2160,43.9925,67.2532,1.40275,
1017,23.2547,82.5099,4.49262,
1133,27.6027,84.9021,-1.55833,
1116,26.9235,84.3625,1.54572,
2931,52.1091,48.9509,-1.24795,
2975,54.8867,49.7683,-1.29326,
2700,53.0109,59.2271,-1.38743,
7878,21.0015,-12.013,6.4829,
7876,24.4082,-13.9561,6.49119,
7703,25.4782,-13.3027,6.63561,
6497,27.819,-5.93848,6.56722,
2049,18.9541,30.9302,8.37493,
2576,23.7169,28.4356,8.54859,
2643,24.9647,28.8913,10.2311,
2615,24.9991,29.3427,8.89951,
2628,24.9694,29.1117,8.85452,
2551,24.6689,30.0003,8.967,
2417,24.8697,32.6934,9.48349,
2208,21.8696,32.5454,10.5065,
2527,24.6585,30.4073,10.4899,
2469,25.3466,32.349,11.0117,
1968,19.8123,33.8775,10.5158,
1616,19.3287,40.4327,10.3464,
1648,19.5864,40.2651,10.3374,
1634,18.1107,37.5307,11.166,
2403,24.9661,33.083,8.05634,
1978,22.2411,37.788,6.94475,
1992,23.7346,40.0214,7.36963,
1628,20.6514,42.8722,7.53701,
2481,26.5166,33.6362,9.8884,
2361,25.2782,34.4373,11.4465,
2359,27.5202,37.5191,10.7423,
2755,32.339,34.9475,7.54139,
2357,29.9428,40.8817,8.02603,
2244,29.0096,42.2883,9.96824,
3900,44.5545,21.8849,7.86208,
3923,45.4644,21.9294,7.99474,
3993,47.0534,21.3246,8.18215,
3723,48.8942,27.7081,8.90112,
2946,48.5855,45.101,8.13965,
2855,46.8914,46.9569,10.5105,
5932,52.0635,-4.08834,13.9933,
5947,52.3847,-4.28839,14.0834,
5890,57.831,-3.94252,15.5317,
4775,51.6721,9.92242,8.33358,
4510,54.1698,13.9085,12.9117,
4300,53.7319,17.2928,6.93071,
4370,59.2643,17.274,7.57954,
4365,59.6833,17.5544,16.6695,
1340,20.1636,50.1332,6.63481,
2797,47.528,49.9268,13.399,
